Num,default,Total_assets,Total_income,PAT_as_%_of_total_income,PBDITA_as_%_of_total_income,PBT_as_%_of_total_income,Cash_profit_as_%_of_total_income,Current_ratio,Debt_to_equity_ratio
652,0,38.4,47.5,3.578947368,16.42105263,4.842105263,13.26315789,2,0.07
653,0,72.3,69,0.144927536,5.072463768,1.304347826,3.623188406,0.53,0.64
654,0,100.5,263.5,0.075901328,1.10056926,0.075901328,0.45540797,0.75,0.37
655,0,67.7,91.2,1.535087719,10.63596491,3.070175439,7.785087719,0.66,1.06
656,0,46.2,4.5,22.22222222,51.11111111,22.22222222,51.11111111,2.26,0.74
657,0,48.2,133.5,2.771535581,5.692883895,2.771535581,3.595505618,1.39,1.43
658,0,56,59.4,1.346801347,4.713804714,1.683501684,3.03030303,0.49,0.41
659,0,21.5,6.6,-12.12121212,7.575757576,-12.12121212,7.575757576,6.33,0
660,0,95.7,250.7,0.279218189,5.943358596,1.276426007,2.552852014,0.96,2.21
661,0,28.1,7,-25.71428571,-4.285714286,-25.71428571,-30,1.2,0.27
662,0,34.2,29.7,1.346801347,7.407407407,1.01010101,4.713804714,1.6,0.34
663,0,15.2,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,1.25,0
664,0,142.6,360.5,2.635228849,5.963938974,4.382801664,4.771151179,1.51,3.18
665,0,50.5,17.7,7.344632768,30.50847458,7.90960452,12.99435028,1.75,1.37
666,0,105.7,227.9,-5.835892935,0.658183414,-6.318560772,-2.325581395,1.15,2.13
667,0,27.3,7.9,-5.063291139,7.594936709,-5.063291139,7.594936709,2.39,0.08
668,0,42.8,29.2,8.904109589,22.60273973,8.904109589,17.46575342,0.2,0.58
669,0,70.1,72.7,0.412654746,5.777166437,0.687757909,2.888583219,1.41,0.49
670,0,60.2,88.3,2.944507361,8.380520951,3.510758777,4.303510759,1.01,1.11
671,0,41.6,49.8,0.602409639,10.24096386,0.803212851,7.630522088,1.99,0.24
672,0,19,17.6,23.29545455,29.54545455,27.84090909,23.29545455,1.86,0.01
673,0,249,455.3,0.549088513,2.306171755,0.878541621,1.471557215,1.03,1.77
674,0,183.1,252.7,0.197863079,3.917688959,0.27700831,2.493074792,1.07,6.68
675,0,115,184,2.010869565,6.304347826,2.065217391,3.315217391,0.91,2.32
676,0,47.7,186.5,0.268096515,3.646112601,0.321715818,2.144772118,1.55,0.93
677,0,22.6,428.1425806,-0.04671341,-0.04671341,-0.04671341,-0.04671341,1.98289977,0
678,0,136.8,216.4,0.415896488,2.310536044,0.646950092,1.01663586,1.17,1.49
679,0,20.6,0.1,0,0,0,0,4,0.05
680,0,35.7,32,1.25,7.8125,1.875,4.375,1.74,0.31
681,0,58.4,7.5,-13.33333333,8,-12,-2.666666667,1.74,0.87
682,0,39.7,12.7,3.937007874,9.448818898,-2.362204724,3.937007874,1.4,0.08
683,0,75.8,108.3,0.461680517,6.463527239,0.461680517,2.493074792,1.41,1.82
684,0,48.1,94.3,8.589607635,14.42205726,13.1495228,9.756097561,1.38,0.24
685,0,20.4,13.5,27.40740741,32.59259259,30.37037037,28.88888889,15.5,0
686,0,64.2,208.8,0.335249042,2.155172414,0.335249042,1.772030651,1.43,0.33
687,0,70,428.1425806,-0.023356705,-0.023356705,-0.023356705,-0.023356705,0.54,0
688,0,28.9,143.2,-1.047486034,0.977653631,-1.466480447,0.837988827,7.62,0.12
689,0,155.6,156,-6.153846154,2.243589744,-5.705128205,-3.397435897,1.22,6.47
690,0,73.6,105.8,0.378071834,6.710775047,0.472589792,3.497164461,1.03,1.05
691,0,41.1,64.9,2.003081664,12.32665639,2.157164869,7.858243451,1.72,0.81
692,0,286.5,269.8,0.370644922,18.93995552,0.518902891,8.895478132,1.05,4.92
693,0,64.7,104.2,4.510556622,8.349328215,4.510556622,5.75815739,0.55,1.01
694,0,334.1,430,0.651162791,10.04651163,0.813953488,2,1.4,10.89
695,0,38,92.4,0.432900433,3.463203463,0.541125541,2.597402597,1.35,0.5
696,0,63.6,103.3,0.87124879,6.09874153,0.968054211,3.291384318,1.3,1.78
697,0,50.8,54.7,-0.731261426,3.65630713,-0.731261426,-0.731261426,0.37,1.08
698,0,57,34.1,2.346041056,9.090909091,3.812316716,4.692082111,0.16,0.05
699,0,36.6,60.9,1.3136289,5.418719212,2.298850575,3.28407225,1.31,0.08
700,0,1271.5,1797.2,0.144669486,8.095926998,0.144669486,1.602492767,1.27,90.9441
701,0,38,26.2,6.106870229,11.06870229,6.106870229,9.923664122,0.85,0.1
702,0,37.8,25.6,-3.90625,12.890625,0.78125,8.203125,1.07,0.46
703,0,36.6,43.8,13.01369863,30.59360731,19.17808219,21.00456621,0.53,0.41
704,0,60.7,101,2.178217822,7.821782178,2.475247525,4.356435644,1.22,1.1
705,0,66,223.5,0.581655481,1.431767338,0.894854586,0.850111857,0.94,0.03
706,0,40.3,46.9,-1.492537313,7.675906183,4.264392324,5.543710021,1.66,0.97
707,0,64.6,122.1,1.392301392,4.340704341,1.883701884,2.293202293,1.31,0.93
708,0,99.2,160.4,1.74563591,7.418952618,2.743142145,3.49127182,0.92,2.25
709,0,99.8,67.3,-7.132243685,12.48142645,-7.132243685,2.823179792,0.33,2.02
710,0,87,76.7,1.955671447,11.0821382,1.694915254,6.518904824,0.72,1.11
711,0,52.1,96,0.208333333,2.916666667,0.625,2.291666667,1.48,0.22
712,0,26.7,14.4,43.75,63.19444444,47.91666667,54.86111111,2,0.55
713,0,48.2,31.3,-7.348242812,5.750798722,-13.09904153,-3.514376997,1.51,0.71
714,0,72.4,48.5,9.896907216,31.13402062,10.10309278,22.4742268,0.74,0.06
715,0,27,1.2,16.66666667,25,0,25,1.98289977,0
716,0,90.2,100.3,-3.888334995,6.181455633,-3.888334995,0.099700897,1.61,1.97
717,0,72.1,40,1,14,1,7.25,1,1
718,0,133.4,134.1,0.149142431,10.5891126,0.149142431,4.474272931,1.82,4.09
719,0,26.6,49.8,-1.606425703,5.020080321,-1.606425703,3.413654618,3.88,0.01
720,0,41.9,3.6,-105.5555556,-36.11111111,-108.3333333,-36.11111111,4.1,0
721,0,117,174.5,-3.266475645,3.495702006,-3.438395415,0.114613181,1.16,3.79
722,0,40,1.7,11.76470588,70.58823529,11.76470588,-29.41176471,0.02,0.15
723,0,88,76.8,-0.651041667,4.6875,0.520833333,0.651041667,1.56,0.67
724,0,18.5,4.6,-139.1304348,-113.0434783,-136.9565217,-130.4347826,1.02,0.34
725,0,142,191.8,0.990615224,5.213764338,2.189781022,1.824817518,2.16,2.92
726,0,25.2,428.1425806,4.075182884,10.82695713,5.345512004,6.685330948,5,0
727,0,65.7,204.1,0.783929446,3.380695737,1.126898579,1.812836845,1.97,1.62
728,0,131.4,135.5,0.147601476,6.715867159,0.147601476,3.025830258,1.71,5.11
729,0,155,241.7,2.027306578,8.233347125,2.234174597,3.061646669,1.25,2.78
730,0,37,21,-60.47619048,-47.61904762,-60.47619048,-49.04761905,1.68,0.13
731,0,26.3,47.7,1.677148847,6.07966457,2.306079665,2.51572327,18.79,0.02
732,0,26.8,6.6,-13.63636364,1.515151515,-13.63636364,1.515151515,4.75,0
733,0,25.8,1.2,41.66666667,75,58.33333333,41.66666667,18.79,0.02
734,0,124.6,188.6,0.477200424,7.582184517,0.530222694,3.870625663,0.88,1.74
735,0,241.8,185.2,-12.47300216,-4.64362851,-12.47300216,-10.20518359,0.87,1.6
736,0,25.6,22.6,3.539823009,13.27433628,-0.884955752,9.292035398,8.86,0.02
737,0,63.8,72.1,9.292649098,14.00832178,9.847434119,8.460471567,1.36,0.86
738,0,87.2,101.4,1.972386588,16.27218935,4.536489152,9.861932939,1.2,1.06
739,0,36.9,17.9,0,7.262569832,1.675977654,3.910614525,1.3,0.16
740,0,34,33.5,2.388059701,12.23880597,3.880597015,8.656716418,2.81,0
741,0,35.6,21.5,-22.79069767,65.11627907,-22.79069767,-3.720930233,4.25,0.18
742,0,70.7,151.9,2.50164582,9.348255431,2.699144174,7.044107966,2.04,1.74
743,0,27.2,17.9,14.52513966,18.99441341,14.52513966,15.6424581,1.03,0.22
744,0,66.8,71.1,1.828410689,14.06469761,4.641350211,6.891701828,1.34,0.87
745,0,40.9,1,-90,-70,-90,-70,0.9,0.03
746,0,120.5,428.1425806,-0.023356705,-0.023356705,-0.023356705,-0.023356705,1.06,3.55
747,0,187.4,356.2,0.168444694,4.01459854,0.421111735,1.03874228,1.18,2.15
748,0,49,428.1425806,-0.607274333,-0.607274333,-0.607274333,-0.607274333,0.44,0.34
749,0,112,268.8,0.446428571,1.97172619,0.334821429,1.339285714,0.77,1.02
750,0,79.8,179.1,3.685092127,8.486878839,5.806811837,4.690117253,1.26,1.89
751,0,122.5,58.7,0.511073254,21.63543441,0.511073254,19.08006814,0.41,1.86
752,0,54.3,25,-21.2,1.2,-21.2,-11.2,2.56,0.91
753,0,80.9,151.4,21.66446499,23.24966975,21.66446499,22.32496697,2.79,0.52
754,0,65.2,483,0.289855072,1.345755694,0.476190476,0.538302277,2.34,1.16
755,0,33.6,26.9,23.79182156,34.94423792,24.16356877,27.50929368,1.07,1.02
756,0,32.8,17.2,0,5.23255814,0,0,3.07,0.19
757,0,32.9,13.2,9.848484848,20.45454545,15.15151515,10.60606061,3.81,0.05
758,0,30.1,14.1,11.34751773,17.0212766,11.34751773,17.0212766,2.69,0.01
759,0,135.4,8,0,18.75,0,10,0.63,0.52
760,0,214.2,334.2,2.124476361,8.168761221,3.141831239,5.445840814,1.21,3.47
761,0,139,301.7,0.729201193,5.236990388,1.060656281,1.392111369,1.3,2.36
762,0,105.5,110.4,-2.898550725,1.268115942,-2.536231884,-1.539855072,1.38,0.83
763,0,151.6,84.4,19.66824645,33.53080569,23.81516588,27.60663507,0.91,3.34
764,0,39.3,6.7,-43.28358209,5.970149254,-43.28358209,-13.43283582,0.7,0.05
765,0,46.1,181.1,0.220872446,6.515737162,0.441744892,1.159580342,4.19,0.33
766,0,46.4,109.8,-1.4571949,-0.819672131,-2.367941712,-1.183970856,1.21,0.25
767,0,124.7,162.8,1.28992629,9.705159705,2.027027027,5.896805897,1.85,2.43
768,0,37.8,188.7,2.384737679,4.451510334,3.656597774,3.020667727,0.83,0
769,0,182.3,838.6,0.250417362,1.156689721,0.298115907,0.679704269,0.73,1.39
770,0,57,0.1,-1800,-1700,-1800,-1700,1.55,0
771,0,37.6,22,4.545454545,22.72727273,9.545454545,11.36363636,0.64,0
772,0,30.5,1.2,16.66666667,16.66666667,16.66666667,16.66666667,0.91,0.02
773,0,95.3,135.9,1.103752759,8.68285504,1.766004415,4.488594555,0.96,1.54
774,0,40.9,14.5,-1.379310345,9.655172414,-1.379310345,9.655172414,1.47,0.01
775,0,102.7,297.9,1.040617657,3.591809332,1.644847264,1.812688822,2.92,2.91
776,0,39.5,52.7,5.882352941,10.056926,8.538899431,6.831119545,1.07,0.02
777,0,42.2,14.4,6.25,18.05555556,6.25,16.66666667,2.52,0.17
778,0,53.4,89.3,3.471444569,11.87010078,6.382978723,6.382978723,1.14,0.57
779,0,93.5,183.9,-0.217509516,3.915171289,-0.108754758,2.229472539,2.39,1.52
780,0,48.3,62.1,0.483091787,5.636070853,1.127214171,2.737520129,1.28,0.45
781,0,181.9,118.1,15.15664691,23.79339543,15.15664691,12.27773074,0.94,3.78
782,0,103.2,134.9,1.630837658,8.450704225,2.372127502,5.114899926,1.07,1.1
783,0,28.8,428.1425806,-0.070070115,0,-0.070070115,0,1.98289977,0
784,0,60,68.7,1.164483261,7.278020378,2.037845706,2.037845706,1.07,1.49
785,0,160.3,512.9,0.116981868,2.047182687,0.428933515,0.779879119,0.97,2.28
786,0,58.2,35.3,-14.16430595,-9.065155807,-14.16430595,-9.348441926,0.86,0.22
787,0,55.7,2.3,-134.7826087,-30.43478261,-134.7826087,-52.17391304,3.92,0.42
788,0,138.6,253.3,0.947493091,3.316225819,1.421239637,1.855507304,1,1.73
789,0,111.6,535.4,0.093388121,1.158012701,0.093388121,0.261486739,2.93,1.58
790,0,82.2,98.5,1.319796954,9.949238579,2.639593909,5.279187817,1.63,0.73
791,0,76.6,51.1,4.69667319,9.001956947,7.632093933,5.675146771,1.17,0
792,0,55.6,177.8,0.731158605,3.824521935,1.124859393,1.51856018,1.23,0.05
793,0,32.4,428.1425806,-0.04671341,-0.04671341,-0.04671341,-0.04671341,0,0.09
794,0,72,600.1,-0.049991668,1.633061156,-0.049991668,1.633061156,0.84,0.1
795,0,81.6,385.2,1.557632399,2.855659398,1.843198339,1.998961578,1.53,2.06
796,0,31.3,2.2,27.27272727,77.27272727,36.36363636,59.09090909,0.67,0
797,0,30.9,21.7,2.764976959,13.82488479,2.764976959,12.90322581,3.6,0.01
798,0,71.5,24.5,0.408163265,17.55102041,0.408163265,10.6122449,1.16,0.78
799,0,102.4,170.7,1.347393087,9.666080844,5.096660808,3.514938489,1.07,1.9
800,0,69.5,152.1,0.460223537,4.010519395,0.657462196,4.339250493,2.01,3.33
801,0,117.8,112.5,0.622222222,4.977777778,0.977777778,1.6,1.22,0.9
802,0,128.8,152,-0.592105263,7.171052632,0.855263158,3.618421053,1.23,1.18
803,0,37.8,0.7,57.14285714,100,85.71428571,57.14285714,0.83,0.26
804,0,105.6,128.8,1.319875776,7.453416149,2.173913043,5.046583851,1.69,3.36
805,0,55.3,45.9,-8.932461874,-1.74291939,-8.278867102,-4.357298475,1,0
806,0,32.7,17.6,0.568181818,11.93181818,1.136363636,7.954545455,6.19,0.01
807,0,60.3,33.5,1.194029851,10.74626866,1.492537313,5.970149254,0.89,1.14
808,0,46,5.1,-84.31372549,-41.17647059,-84.31372549,-64.70588235,2.84,0.31
809,0,90.7,114.5,6.200873362,12.66375546,6.899563319,9.344978166,1.59,0.7
1490,0,232.7,1237,0.202101859,1.430881164,0.323362975,0.606305578,0.78,0.98
1491,0,154,981.7,1.415911174,3.412447795,1.91504533,2.332688194,1.71,1.08
1492,0,224.3,271.4,5.93220339,12.0486367,9.395725866,7.848194547,0.55,1.12
1493,0,163.4,86,0.465116279,5.581395349,0.697674419,1.511627907,1.33,0.38
1494,0,176.8,8.4,-70.23809524,-7.142857143,-63.0952381,-7.142857143,0.8,0.9
1495,0,249.6,73.8,5.420054201,26.42276423,2.7100271,11.11111111,1.45,1.25
1496,0,655,1240.4,0.540148339,3.813286037,0.927120284,1.918735892,0.77,4.14
1497,0,246.6,433.5,2.514417532,7.589388697,3.713956171,4.359861592,1.67,1.33
1498,0,103.3,146.9,3.607896528,8.304969367,6.194690265,5.309734513,1.1,0
1499,0,188.5,363.3,7.514450867,11.69832095,7.514450867,8.202587393,0.87,1.52
1500,0,196.4,351.2,0.284738041,2.420273349,0.711845103,1.167425968,1.75,0.45
1501,0,162,523.2,1.509938838,4.224006116,2.54204893,2.331804281,1.46,0.85
1502,0,130.4,3.5,2.857142857,2.857142857,2.857142857,2.857142857,0.53,0.16
1503,0,97.6,75.8,6.992084433,14.64379947,8.179419525,12.13720317,6.49,0.1
1504,0,255.8,348.7,3.527387439,9.750501864,5.792945225,7.341554345,0.87,1.57
1505,0,253.4,127.6,2.89968652,11.52037618,2.194357367,7.053291536,0.93,1.36
1506,0,215.7,176.3,11.51446398,27.56664776,12.64889393,20.13613159,1.34,1.57
1507,0,114.5,88.8,-29.95495495,2.13963964,-26.35135135,1.914414414,4.39,0.04
1508,0,567.9,570.1,4.420277144,13.92738116,4.437817927,6.823364322,0.92,7.55
1509,0,493.6,568.2,2.182330165,10.17247448,3.167898627,2.446321718,1.31,1.67
1510,0,390.2,445.5,2.985409652,10.88664422,3.2996633,6.487093154,1.13,2.8
1511,0,152,50.6,-0.592885375,13.43873518,0.395256917,6.916996047,2.74,0.51
1512,0,179.4,473.2,2.726120034,7.269653423,4.226542688,3.529163145,1.26,1.6
1513,0,258.5,141.7,1.411432604,5.081157375,2.187720536,2.752293578,1.34,0.42
1514,0,178.9,163.1,-0.245248314,8.093194359,-0.122624157,2.881667689,2.35,0.52
1515,0,134.6,261.9,0.381825124,5.803741886,0.610920199,2.901870943,1.52,0.47
1516,0,343.3,229,0.043668122,4.410480349,0.043668122,1.703056769,0.66,0.67
1517,0,254.2,224.8,0.444839858,9.297153025,0,3.647686833,3.75,1.36
1518,0,166.2,201.6,0.446428571,5.257936508,1.686507937,1.93452381,1.86,0.32
1519,0,153.4,183.3,2.836879433,5.89198036,3.873431533,3.927986907,1.84,0.22
1520,0,377.4,319.3,3.163169433,13.74882556,5.136235515,9.646100846,1.28,2.38
1521,0,118.5,28.1,2.491103203,3.558718861,2.491103203,3.558718861,1.23,0
1522,0,216.3,269.3,2.042331972,11.58559228,3.082064612,6.052729298,1.08,0.88
1523,0,207.7,187.5,0.8,9.226666667,1.44,2.933333333,1.48,0.91
1524,0,250.5,314.1,13.65807068,21.7765043,16.30054123,14.45399554,1.86,1.42
1525,0,616.4,1073.7,0.912731676,4.600912732,1.648505169,3.753376176,1.22,4.69
1526,0,281.9,245.6,0.325732899,4.763843648,0.081433225,2.320846906,1.35,0.66
1527,0,232.8,477.3,-1.382778127,1.215168657,-1.382778127,0.062853551,1.55,0.35
1528,0,271,190.3,7.514450867,21.8076721,6.883867578,14.92380452,1.04,1.48
1529,0,105.5,4,-97.5,-112.5,-167.5,-122.5,18.79,0.02
1530,0,97.7,142.5,6.666666667,13.61403509,10.73684211,8.421052632,1.87,0.41
1531,0,247.3,332.3,4.845019561,10.26181162,8.486307553,5.958471261,1.48,0.64
1532,0,179.8,203.4,7.817109145,16.47000983,11.94690265,10.66863324,1.25,0.42
1533,0,307,225,1.466666667,20.44444444,2.133333333,15.2,1.01,2.42
1534,0,137.8,100.2,14.07185629,25.0499002,22.15568862,16.26746507,1.57,0.09
1535,0,226.1,170.9,1.521357519,25.74605032,0.058513751,16.44236396,1.4,1.28
1536,0,207,481.7,0.456715798,3.944363712,0.788872742,1.183309114,1.36,0.78
1537,0,66.2,69.1,25.18089725,37.62662808,33.71924747,28.50940666,3,0.05
1538,0,159.6,172.9,1.908617698,10.64198959,2.139965298,7.287449393,3.73,0.46
1539,0,345.7,713.5,2.775052558,8.47932726,3.742116328,5.087596356,1.5,2.5
1540,0,329.9,17.3,8.092485549,80.92485549,36.99421965,39.30635838,0.12,0.48
1541,0,197.7,312.2,0.448430493,4.708520179,1.409352979,4.324151185,2.65,0.81
1542,0,216.1,741,0.32388664,2.928475034,0.607287449,0.944669366,1.27,0.99
1543,0,355.4,314.6,14.30387794,29.72027972,22.2504768,22.02797203,1.17,1.14
1544,0,162.7,21.3,-38.49765258,8.920187793,-31.92488263,-18.77934272,1.04,0.41
1545,0,296.2,640.7,1.279850164,2.715779616,1.295458093,1.607616669,1.06,1.07
1546,0,528.7,543,1.178637201,10.82872928,1.178637201,5.303867403,1.08,2.83
1547,0,223.8,171.7,2.329644729,14.21083285,2.737332557,8.095515434,1.55,1.25
1548,0,164.2,159.6,7.456140351,16.79197995,8.270676692,11.34085213,1.38,0.63
1549,0,282.1,402.9,7.123355671,17.84561926,13.60138992,11.96326632,1.01,1.23
1550,0,164.1,102.2,32.09393346,43.54207436,32.38747554,43.34637965,11.68,0.04
1551,0,157.9,162.3,4.436229205,14.04805915,7.516943931,9.55021565,1.28,0.27
1552,0,184.9,237.5,5.431578947,12.88421053,5.431578947,7.705263158,1.75,0.59
1553,0,284.3,351.9,2.585961921,8.752486502,4.660414891,3.807899972,1.09,0.75
1554,0,267.6,1172.4,1.015011941,2.968270215,1.560900716,1.509723644,1.11,1.9
1555,0,269.8,244.4,1.391162029,6.628477905,2.209492635,2.823240589,0.87,0.26
1556,0,475.3,512.3,2.283818075,11.34101113,3.884442709,7.886004294,0.56,1.12
1557,0,207.2,239,2.175732218,10.37656904,3.347280335,5.648535565,0.7,1.93
1558,0,238.7,251.7,-2.264600715,11.32300358,3.138657132,8.263806118,3.65,1.3
1559,0,207.5,257.3,4.78041197,11.69840653,7.773027594,6.684803731,1.35,0.38
1560,0,270.5,478.1,4.831625183,10.22798578,7.090566827,6.002928258,1.04,1.35
1561,0,533.7,551.9,15.3832216,25.20384128,22.92081899,15.72748686,0.73,0.71
1562,0,418.7,321.4,-2.333540759,10.32980709,-3.609209708,4.947106409,0.95,1.55
1563,0,141.6,190.1,1.36770121,4.10310363,1.683324566,3.051025776,1.77,0.92
1564,0,118.8,33.8,1.775147929,21.00591716,3.25443787,16.56804734,2.15,0.05
1565,0,157.8,122.3,3.515944399,13.98201145,6.459525756,10.13900245,1.76,0.67
1566,0,195.4,636,-1.336477987,1.43081761,-1.383647799,-1.257861635,1.09,0.91
1567,0,1002.3,526.7,0.208847541,13.91684071,0.493639643,5.278146953,0.8,7.38
1568,0,509.1,436.7,2.152507442,9.411495306,3.824135562,7.831463247,1.4,4.19
1569,0,97.4,428.1425806,-0.140140231,-0.04671341,-0.140140231,-0.09342682,3.75,0
1570,0,119.4,104.8,8.492366412,17.08015267,12.02290076,12.97709924,1.76,0.09
1571,0,128.8,88.8,-20.60810811,-18.01801802,-31.98198198,-22.18468468,3.15,1.54
1572,0,209.3,238.5,5.073375262,11.278826,5.492662474,7.379454927,1.38,1.18
1573,0,263.6,598,3.929765886,7.54180602,4.715719064,4.866220736,1.19,0.37
1574,0,193.3,615.5,2.047116166,5.215272136,2.745735175,3.11941511,1.64,0.79
1575,0,278.4,398.8,4.338014042,10.95787362,7.046138415,6.569709127,1.06,0.77
1576,0,241.7,71.5,5.314685315,36.36363636,12.86713287,20.41958042,3.04,0.93
1577,0,103.6,150.4,5.718085106,12.69946809,9.375,8.97606383,0.76,0.62
1578,0,871.3,2187.9,0.644453586,4.570592806,1.211207094,1.087801088,0.93,2.67
1579,0,244.4,450.6,2.041722148,8.277851753,2.041722148,4.061251664,1.04,1.72
1580,0,176,148.7,0.268997983,4.438466711,0.605245461,3.22797579,1.06,0.23
1581,0,251.2,268.2,2.423564504,15.398956,3.691275168,10.14168531,1.19,1.09
1582,0,229.5,333.1,3.092164515,8.85619934,3.692584809,4.593215251,0.97,0.81
1583,0,155.1,140.8,14.70170455,25.85227273,22.01704545,17.11647727,1.77,0
1584,0,232,188.9,6.087877184,18.58125993,8.57596612,10.53467443,1.03,0.95
1585,0,352.4,877.8,0.888585099,2.586010481,1.549327865,1.891091365,1.18,0.34
1586,0,285.1,494.9,0.080824409,3.576480097,0.262679329,2.52576278,1.35,0.96
1587,0,381.3,233.8,17.45081266,28.57142857,14.84174508,21.85628743,0.48,4.92
1588,0,299.1,119.9,0.500417014,21.60133445,0.917431193,9.341117598,0.91,5.39
1589,0,216.6,371.4,0.538502962,4.173397954,0.538502962,1.911685514,1.66,0.94
1590,0,226.2,489.7,0.878088626,5.329793751,1.470287931,2.28711456,0.4,0.7
1591,0,169.9,530.8,0.376789751,3.372268274,1.375282592,1.639035418,1.13,1.89
1592,0,228.5,183.2,12.11790393,27.78384279,18.06768559,16.70305677,0.96,1.72
1593,0,139.6,162.1,2.714373843,15.29919803,3.392967304,7.649599013,3.44,0.23
1594,0,173.6,311.5,5.104333868,13.5152488,8.282504013,11.33226324,1.36,0.47
1595,0,219.1,222.6,9.523809524,23.4950584,14.73495058,23.0458221,1.68,0.8
1596,0,197.7,152.1,0.197238659,18.54043393,-1.512163051,5.325443787,1.82,0.59
1597,0,260.2,570.8,0.893482831,3.521373511,1.033637001,1.471618781,0.54,0.92
1598,0,322,1301.7,0.553122839,1.920565414,0.952600446,1.106245679,0.8,0.58
1599,0,193.6,199.3,4.264927245,17.26041144,7.325639739,10.93828399,1.53,0.44
1600,0,189.1,545.3,1.192004401,3.520997616,1.797175866,2.310654685,1.72,0.13
1601,0,256,381.3,1.678468398,8.733280881,0.550747443,5.586152636,2.82,1.38
1602,0,296.9,247.5,-20.83070707,-8.654949495,-20.83070707,-16.14383838,1.28,0.63
1603,0,248.5,311.5,3.563402889,10.88282504,4.590690209,6.099518459,1.45,0.88
1604,0,248.4,237.4,-0.294860994,8.972198821,0.084245998,4.380791912,1.26,0.99
1605,0,277.3,1244.8,0.899742931,2.377892031,1.743251928,2.112789203,0.96,0.18
1606,0,481.5,507.3,2.168342204,7.589197713,3.272225508,4.652079637,1,2.76
1607,0,158.7,118,3.813559322,13.6440678,4.06779661,8.728813559,2.09,0.3
1608,0,272.9,323.8,5.867819642,15.00926498,9.048795553,8.24583076,1,0.82
1609,0,552.2,884.3,1.684948547,6.21960873,2.725319462,3.268121678,1.23,1.59
1610,0,235,190.7,3.303618249,8.966963818,3.670686943,4.667016256,1.63,0.53
1611,0,100.7,24.1,28.21576763,43.98340249,33.60995851,36.92946058,0.49,0
1612,0,1241.3,1599.7,-2.919297368,8.56410577,-2.906795024,-0.156279302,1.02,39.2
1613,0,309.9,298.5,1.708542714,10.01675042,2.546063652,8.10720268,1.25,1.44
1614,0,218.2,286.6,8.40893231,22.67969295,10.53733426,18.42288904,1.42,0.97
1615,0,209.3,219.7,6.144742831,11.87983614,7.965407374,7.91989076,0.83,0.81
1616,0,363.2,670.9,3.189745118,7.15456849,4.724996274,3.756148457,1.09,1.5
1617,0,295.1,546.6,2.213684596,9.476765459,3.476033663,5.342114892,1.24,1.98
1618,0,264.5,152.3,-19.63230466,-7.025607354,-19.63230466,-8.667104399,0.22,1.18
1619,0,161.1,142.7,0.070077085,3.50385424,1.331464611,1.75192712,2.17,0.13
1620,0,286.5,511.2,2.797339593,9.937402191,3.032081377,5.477308294,1.12,1.63
1621,0,146.6,218.7,0.228623685,2.377686328,0.457247371,1.326017375,2.29,0.01
1622,0,222.6,348.8,1.146788991,5.762614679,2.092889908,4.415137615,1.36,0.54
1623,0,217.8,372.9,10.24403325,20.38079914,12.06757844,15.39286672,1.86,1.15
1624,0,297.7,452.7,0.883587365,5.191075768,1.369560415,2.054340623,1.13,1.22
1625,0,115.2,77.4,-0.904392765,5.426356589,0.387596899,3.617571059,6.8,0
1626,0,261.1,121.7,0.328677075,13.14708299,0.65735415,8.134757601,1.04,0.62
1627,0,174.4,310.9,-2.412351238,1.704728208,-2.315857189,0.418140881,1.55,0.29
1628,0,122.5,217.4,1.103955842,7.957681693,2.943882245,6.48574057,3.15,0.02
1629,0,315.5,696.7,0.818142673,7.018802928,1.176977178,5.468637864,3.39,1.98
1630,0,284,724.6,4.26442175,13.71791333,8.266629865,6.210322937,0.96,0.26
1631,0,186.7,170.2,27.61457109,43.65452409,37.13278496,21.79788484,2,0.86
1632,0,315,605.3,0.462580539,6.872625145,1.569469684,4.245828515,1.88,1.93
1633,0,1876,133,34.66165414,38.64661654,36.16541353,35.93984962,0.46,0.29
1634,0,252.5,333.4,0.689862028,5.428914217,1.109778044,2.609478104,1.2,0.98
1635,0,957,0.5,-1220,-20,-1820,-1820,0.19,0.89
1636,0,191.9,428.1425806,-8.945618056,-0.140140231,-8.945618056,-0.140140231,1,0
1637,0,451,1369.7,0.678980799,2.285171935,1.190041615,1.379864204,0.5,0.85
1638,0,217.2,452.2,0.973020787,6.45731977,1.614329943,3.626713843,1.47,1.98
1639,0,347.7,652.7,4.044737245,7.859659874,4.473724529,4.918032787,1.35,0.06
1640,0,283.2,592.8,2.732793522,7.13562753,4.55465587,3.340080972,1.36,1.01
1641,0,158.9,186.5,15.76407507,30.24128686,24.12868633,21.07238606,0.84,0.47
1642,0,182.9,230.8,6.542461005,13.08492201,10.44194107,6.759098787,1.41,0.2
1643,0,184.6,1122.1,4.509402014,5.507530523,4.509402014,5.124320471,1.99,0.42
1644,0,100.9,236.7,-1.605407689,13.68821293,-1.605407689,11.11111111,18.79,0
1645,0,201.4,310.1,4.675910996,9.771041599,4.804901645,6.417284747,1.02,0.68
1646,0,239.9,193.8,2.012383901,5.314757482,2.321981424,5.005159959,0.89,1.01
1647,0,360.8,484.7,14.00866515,24.71631937,19.3521766,16.56694863,0.75,0.4
